Source_Mol,Target_Mol,Tissue,Source_Organism,Target_Organism,Label
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,kidney,Rat,Human,1
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC(=O)C1=C(O)C=CC=C1.OC1=C2N=CC=CC2=CC=C1,kidney,Rat,Human,1
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,Cl.Cl.CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1,kidney,Rat,Human,1
Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,brain,Rat,Human,1
CN1CCC[C@H]1C1=CN=CC=C1,CN1CCC[C@H]1C1=CN=CC=C1,brain,Rat,Human,1
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C1=CC=CC=C1,CC(C)C[C@H](NC(=O)OCC1C2=CC=CC=C2C2=C1C=CC=C2)C(O)=O,kidney,Rat,Human,1
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\C=C(C)\[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,kidney,Rat,Human,1
ClC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,prostate,Rat,Human,1
CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1,kidney,Rat,Human,1
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,kidney,Rat,Human,1
CC1=CC=C(C=C1)S(=O)(=O)C(I)I,O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O,kidney,Rat,Human,1
CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,brain,Rat,Human,1
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,kidney,Rat,Human,1
NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2,FC1=CC2=C(C=C1N1C(=O)C3=C(CCCC3)C1=O)N(CC#C)C(=O)CO2,prostate,Rat,Human,1
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,O.Cl.NC1=C2C=CC=CC2=NC2=C1C=CC=C2,kidney,Rat,Human,1
CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N,CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N,brain,Rat,Human,1
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,kidney,Rat,Human,1
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,prostate,Rat,Human,1
CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,kidney,Rat,Human,1
CC1=CC(C)=C(C(=O)P(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1,CC1=CC(C)=C(C(=O)P(=O)(C2=CC=CC=C2)C2=CC=CC=C2)C(C)=C1,brain,Rat,Human,1
[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC,C[Co++].CC(CNC(=O)CCC1(C)C(CC(N)=O)C2[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=NC2(C)C(C)(CC(N)=O)C4CCC(N)=O)\C(C)(CC(N)=O)C3CCC(N)=O)/C(C)(C)C1CCC(N)=O)OP([O-])(=O)OC1C(CO)OC(C1O)N1C=NC2=C1C=C(C)C(C)=C2,kidney,Rat,Human,1
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,[Na+].NC1=C(C=C(Br)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S([O-])(=O)=O,kidney,Rat,Human,1
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CN=C1C=CC(C=C1)=C(C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,kidney,Rat,Human,1
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1,kidney,Rat,Human,1
CCCCCC1C(CC(=O)OC)CCC1=O,CCCCCCC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,kidney,Rat,Human,1
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,O=C(NC1=CC=CC=C1SSC1=C(NC(=O)C2=CC=CC=C2)C=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,prostate,Rat,Human,1
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,CCC(CC1=C(I)C=C(I)C(N)=C1I)C(O)=O,kidney,Rat,Human,1
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,CN(C)C(=S)SSC(=S)N(C)C,prostate,Rat,Human,1
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
CCCCN(CCCC)C(=O)N(CCCC)CCCC,Cl.CCCCCCOC1=CC=C(C(=N)N(CCCC)CCCC)C2=C1C=CC=C2,kidney,Rat,Human,1
[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,[H][C@]12CSC(=N1)\C(NC(=O)C(NC(=O)C1=CSC(=N1)[C@@]13CCC(=N[C@]1([H])C1=CSC(=N1)[C@@]([H])(NC(=O)C1=CSC(=N1)[C@@]([H])(NC2=O)[C@](C)(O)[C@@H](C)O)[C@@H](C)OC(=O)C1=CC([C@H](C)O)=C2C=CC(NC([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)N3)C([H])(O)C2=N1)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)[C@@H](C)O)=C\C,kidney,Rat,Human,1
CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)C1=CC=C(C=C1)N(C)C,Cl.Cl.FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,kidney,Rat,Human,1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,kidney,Rat,Human,1
NC1=C(C=C(C=C1)[N+]([O-])=O)C#N,CC(=O)OCCN(CCOC(C)=O)C1=CC=C(C=C1)\N=N\C1=C(C=C(C=C1)[N+]([O-])=O)C#N,kidney,Rat,Human,1
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,kidney,Rat,Human,1
[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,kidney,Rat,Human,1
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,BrCC1=CC=CC(OC2=CC=CC=C2)=C1,kidney,Rat,Human,1
N1C2=CC=CC=C2N=C1C1=CC=CC=C1,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,brain,Rat,Human,1
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,1
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,1
CC(C)N(C(=O)CCl)C1=CC=CC=C1,OC(=O)\C=C\C1=CC=CC=C1,kidney,Rat,Human,1
COC1=CC(C=CC)=CC=C1O,CC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)C,kidney,Rat,Human,1
[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,OS([O-])(=O)=O.CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC,kidney,Rat,Human,1
CCCCOC(=O)C1=CC=C(O)C=C1,CCCCCCCCCOC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,1
CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2)=CC(CC)=C1N,CCC1=CC(CC2=C(O)C(=CC(CC)=C2)C(C)(C)C)=C(O)C(=C1)C(C)(C)C,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,CCC1=NN(C2CCCCC2)C2=C1C=CC(=C2)[C@]1(CC[C@@H](CC1)C(O)=O)C#N,kidney,Rat,Human,1
CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,kidney,Rat,Human,1
NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F,CC[C@H]1CC[C@H](NCC2=CC3=C(C=C2OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N1)C1=CC=CC=C1,prostate,Rat,Human,1
Cl.COC1=CC2=CC=C(C=C2C=C1)S(=O)(=O)N[C@H](CC(=O)N[C@H](CC1=CC=C(CN2[C@@H](C)CCC[C@H]2C)C=C1)C(=O)N(C)C(C)C)C1=CC2=C(OCO2)C=C1,[Na+].[Na+].CCCCC1=NC2=C(C=C1)[C@@H]([C@H]([C@@H]2C1=CC=C(OC)C=C1C[C@H](C)C([O-])=O)C([O-])=O)C1=CC2=C(OCO2)C=C1,prostate,Rat,Human,1
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,OCC1=CC=CC(OC2=CC=CC=C2)=C1,kidney,Rat,Human,1
C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2,prostate,Rat,Human,1
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,1
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O,kidney,Rat,Human,1
C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,prostate,Rat,Human,1
CN(C)C(=S)SC(=S)N(C)C,[Cu++].CN(C)C([S-])=S.CN(C)C([S-])=S,kidney,Rat,Human,1
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,O.N[C@H](CC(N)=O)C(O)=O,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,brain,Rat,Human,1
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,[Na+].[O-][Cl]=O,kidney,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,kidney,Rat,Human,1
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,kidney,Rat,Human,1
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,Cl.CN(CCCl)CCCl,kidney,Rat,Human,1
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,kidney,Rat,Human,1
CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl,ClCC(=O)C(Cl)Cl,kidney,Rat,Human,1
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,OC1=C(C=C(Br)C=C1Br)C(=O)NC1=CC(=CC=C1)C(F)(F)F,kidney,Rat,Human,1
CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,COC1=C(C=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,kidney,Rat,Human,1
CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,kidney,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,[Cl-].CCN1C(SC2=C1C=CC=C2)=CC=CC=CC1=[N+](CC)C2=C(S1)C=CC=C2,kidney,Rat,Human,1
CCOC(=O)CCC(=O)OCC,CC\C(=C/C(=N\O)/C(N)=O)C(C)[N+]([O-])=O,prostate,Rat,Human,1
CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC1CCCC1)C(=O)NC1=NC=CN=C1,prostate,Rat,Human,1
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,kidney,Rat,Human,1
OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1,OC12N=C(SC1CC1=CC(Cl)=CC=C21)C1=CC=CC=C1,kidney,Rat,Human,1
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,N1C2=CC=CC=C2SC2=C1C=CC=C2,prostate,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,CC(C(O)=O)C1=CC=C(\C=C2/CCCCC2=O)C=C1,kidney,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@H]2O,kidney,Rat,Human,1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,1
CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1,CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,kidney,Rat,Human,1
Cl.CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C,COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCCC2)C=CC(=C1)C(=O)NC1CCN(C)CC1,prostate,Rat,Human,1
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,kidney,Rat,Human,1
[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,kidney,Rat,Human,1
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC1=C(O)C=CC=C1,kidney,Rat,Human,1
CN1C=NC2=C1C(=O)NC(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,brain,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,kidney,Rat,Human,1
C\C=C\C(=C)C1=C(C)CCCC1(C)C,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)\C=C\[C@H](C)C(C)C,kidney,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,kidney,Rat,Human,1
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,CC(=C)C(=O)OCC(O)COC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCC(O)COC(=O)C(C)=C)C=C1,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,kidney,Rat,Human,1
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].N#C[Au-]C#N,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCC[N+](C)(C)C,[Cl-].CCCCCCCCCCCC[N+](C)(C)C,prostate,Rat,Human,1
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,1
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC(C)=O,kidney,Rat,Human,1
[Na+].CC1=CC=C(N=NC2=C(O)C=CC(N=NC3=CC=C(C=C3)S([O-])(=O)=O)=C2O)C(C)=C1,[Na+].CC1=C(C=CC(=C1)S([O-])(=O)=O)\N=N\C1=C(O)C=CC2=CC=CC=C12,kidney,Rat,Human,1
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,OC(=O)C1=CC(=CC=C1)N(CC1=CN=CC=C1)C1=CC=C(OC(F)F)C(OC(F)F)=C1,kidney,Rat,Human,1
FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1,brain,Rat,Human,1
[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S([O-])(=O)=O,[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S([O-])(=O)=O,kidney,Rat,Human,1
CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,CCC1=CC=CC(C)=C1N,prostate,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,kidney,Rat,Human,1
CCNC1=NC(N)=NC(Cl)=N1,NC1=NC2=C(NC=N2)C(=S)N1,prostate,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,prostate,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(Cl)C=C(Cl)C=C1SC1=C(O)C(Cl)=CC(Cl)=C1,kidney,Rat,Human,1
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1,prostate,Rat,Human,1
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CC(C)N1N=C(C2=CC3=C(N2)C=CC(O)=C3)C2=C1N=CN=C2N,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)C(C)(O)C(C)(C)C,kidney,Rat,Human,1
[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,OS(O)(=O)=O.CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,kidney,Rat,Human,1
Cl.CCCOC1=C(Br)C(C)=C(S1)C(=O)N1CCC(CC1)C1=CC(CN)=CC=C1F,Cl.CCCOC1=C(Br)C(C)=C(S1)C(=O)N1CCC(CC1)C1=CC(CN)=CC=C1F,kidney,Rat,Human,1
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,kidney,Rat,Human,1
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,CC(C)=CCCC(C)(OC(C)=O)C=C,kidney,Rat,Human,1
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C4=CN=CC=C4)[C@@H]3CC=C2C1,kidney,Rat,Human,1
CC1=C(N)C=CC(=C1)N=NC1=C(C)C=CC=C1,CC1=CC(NC2=CC=C(O)C=C2)=CC=C1N,kidney,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,1
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,kidney,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(Cl)C=C(Cl)C=C1,prostate,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,N#CC1=C2C=CC=CC2=CC2=C1C=CC=C2,kidney,Rat,Human,1
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,kidney,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,kidney,Rat,Human,1
CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2C3=C(CCN4CCCC24C=C1OC)C=C1OCOC1=C3,kidney,Rat,Human,1
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC#N,kidney,Rat,Human,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,1
O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,[O-][N+]1=C(SSC2=[N+]([O-])C=CC=C2)C=CC=C1,kidney,Rat,Human,1
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,kidney,Rat,Human,1
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,ClC1=C(Cl)C(=O)SS1,kidney,Rat,Human,1
